"","BandNmbr","Date_utilized","SamplePos","Lattitude","Longitude","Basal_Area","Canopy","Litter","Herbac","Shrub","Tree","Bare_ground","Other","Density","Comments","Date_collected","image","SampPos"
"26",171368602,"1/9/2016","BUF",30.8309084084,-93.3691149596,0,37,100,0,0,0,0,0,8,NA,"3/31/2016","20160331_70.jpg",NA
"27",171368602,"1/9/2016","BUF",30.8309116517,-93.3690367185,3,37,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_71.jpg",NA
"28",171368602,"1/9/2016","BUF",30.830916594,-93.3688984028,2,24,100,0,0,0,0,0,6,NA,"3/31/2016","20160331_72.jpg",NA
"29",171368602,"1/9/2016","BUF",30.8309182929,-93.3687949808,2,27,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_73.jpg",NA
"30",171368602,"1/9/2016","BUF",30.8309349732,-93.3687000124,2,29,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_74.jpg",NA
"31",171368602,"1/9/2016","BUF",30.8309249341,-93.3686183539,1,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_75.jpg",NA
"32",171368602,"1/9/2016","BUF",30.8310233166,-93.368481657,2,34,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_82.jpg",NA
"33",171368602,"1/9/2016","BUF",30.8310267144,-93.368598389,3,33,100,0,0,0,0,0,25,NA,"3/31/2016","20160331_83.jpg",NA
"34",171368602,"1/9/2016","BUF",30.8310049374,-93.36868994,1,17,100,0,0,0,0,0,7,NA,"3/31/2016","20160331_84.jpg",NA
"35",171368602,"1/9/2016","BUF",30.8310250155,-93.3688016358,1,13,100,0,0,0,0,0,38,NA,"3/31/2016","20160331_85.jpg",NA
"36",171368602,"1/9/2016","BUF",30.8310066363,-93.3688949854,0,37,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_86.jpg",NA
"37",171368602,"1/9/2016","BUF",30.8310066363,-93.3689984074,1,11,100,0,0,0,0,0,32,NA,"3/31/2016","20160331_87.jpg",NA
"38",171368602,"1/9/2016","BUF",30.8309982962,-93.369111722,2,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_88.jpg",NA
"39",171368602,"1/9/2016","BUF",30.8310049374,-93.3692415841,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_89.jpg",NA
"40",171368602,"1/9/2016","BUF",30.8310900374,-93.3693300774,8,34,100,0,0,0,0,0,10,NA,"4/5/2016","Set Image",NA
"41",171368602,"1/9/2016","BUF",30.8310917363,-93.3692216192,5,33,100,0,0,0,0,0,40,NA,"4/5/2016","20160405.jpg",NA
"42",171368602,"1/9/2016","BUF",30.8311166022,-93.3689066766,4,37,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"43",171368602,"1/9/2016","BUF",30.8311867207,-93.3690149549,4,27,100,0,0,0,0,0,40,NA,"4/5/2016","20160405_2.jpg",NA
"44",171368602,"1/9/2016","BUF",30.8311867207,-93.369125032,2,21,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"45",171368602,"1/9/2016","BUF",30.8311833229,-93.3692183816,1,14,100,0,0,0,0,0,39,NA,"4/5/2016","20160405_3.jpg",NA
"46",171368602,"1/9/2016","BUF",30.8312049454,-93.3693282787,5,35,100,0,0,0,0,0,10,NA,"4/5/2016","20160405_4.jpg",NA
"47",171368602,"1/9/2016","BUF",30.8312883463,-93.3692399653,6,31,100,0,0,0,0,0,0,NA,"4/5/2016","20160405_5.jpg",NA
"48",171368602,"1/9/2016","BUF",30.8312183822,-93.3685600779,5,28,100,0,0,0,0,0,5,NA,"4/5/2016","20160405_14.jpg",NA
"49",171368602,"1/9/2016","BUF",30.8311216989,-93.3685449693,4,28,100,0,0,0,0,0,26,NA,"4/5/2016","20160405_15.jpg",NA
"50",171368602,"1/10/2016","MCP",30.830816667,-93.3688149457,2,31,100,0,0,0,0,0,1,NA,"3/31/2016","20160331_59.jpg",NA
"51",171368602,"1/10/2016","MCP",30.830916594,-93.3688984028,2,24,100,0,0,0,0,0,6,NA,"3/31/2016","20160331_72.jpg",NA
"52",171368602,"1/10/2016","MCP",30.8309182929,-93.3687949808,2,27,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_73.jpg",NA
"53",171368602,"1/10/2016","MCP",30.8309349732,-93.3687000124,2,29,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_74.jpg",NA
"54",171368602,"1/10/2016","MCP",30.8310267144,-93.368598389,3,33,100,0,0,0,0,0,25,NA,"3/31/2016","20160331_83.jpg",NA
"55",171368602,"1/10/2016","MCP",30.8310049374,-93.36868994,1,17,100,0,0,0,0,0,7,NA,"3/31/2016","20160331_84.jpg",NA
"56",171368602,"1/10/2016","MCP",30.8310250155,-93.3688016358,1,13,100,0,0,0,0,0,38,NA,"3/31/2016","20160331_85.jpg",NA
"57",171368602,"1/10/2016","MCP",30.8310066363,-93.3688949854,0,37,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_86.jpg",NA
"58",171368602,"1/10/2016","MCP",30.8310066363,-93.3689984074,1,11,100,0,0,0,0,0,32,NA,"3/31/2016","20160331_87.jpg",NA
"59",171368602,"1/10/2016","MCP",30.8311050187,-93.3690333011,4,26,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"60",171368602,"1/10/2016","MCP",30.8311166022,-93.3689066766,4,37,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"61",171368602,"1/10/2016","BUF",30.8306399798,-93.3687949808,1,32,100,0,0,0,0,0,2,NA,"3/31/2016","20160331_33.jpg",NA
"62",171368602,"1/10/2016","BUF",30.8306500188,-93.3689316777,1,31,100,0,0,0,0,0,1,NA,"3/31/2016","20160331_34.jpg",NA
"63",171368602,"1/10/2016","BUF",30.8307249256,-93.3690282649,4,29,100,0,0,0,0,0,11,NA,"3/31/2016","20160331_40.jpg",NA
"64",171368602,"1/10/2016","BUF",30.8307349647,-93.3689250227,2,29,100,0,0,0,0,0,5,NA,"3/31/2016","20160331_41.jpg",NA
"65",171368602,"1/10/2016","BUF",30.830749946,-93.3687983982,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_42.jpg",NA
"66",171368602,"1/10/2016","BUF",30.8307450037,-93.3687250135,0,37,0,0,0,0,0,0,39,NA,"3/31/2016","20160331_43.jpg",NA
"67",171368602,"1/10/2016","BUF",30.8307484015,-93.3686032453,1,30,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_44.jpg",NA
"68",171368602,"1/10/2016","BUF",30.8308216093,-93.368598389,2,33,100,0,0,0,0,0,21,NA,"3/31/2016","20160331_57.jpg",NA
"69",171368602,"1/10/2016","BUF",30.8308299494,-93.3686983936,1,22,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_58.jpg",NA
"70",171368602,"1/10/2016","BUF",30.830816667,-93.3689000216,1,29,100,0,0,0,0,0,17,NA,"3/31/2016","20160331_60.jpg",NA
"71",171368602,"1/10/2016","BUF",30.8308183659,-93.3690000262,2,34,100,0,0,0,0,0,2,NA,"3/31/2016","20160331_61.jpg",NA
"72",171368602,"1/10/2016","BUF",30.8308200649,-93.3691083046,3,32,100,0,0,0,0,0,7,NA,"3/31/2016","20160331_62.jpg",NA
"73",171368602,"1/10/2016","BUF",30.8309150496,-93.3692282741,1,20,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_69.jpg",NA
"74",171368602,"1/10/2016","BUF",30.8309084084,-93.3691149596,0,37,100,0,0,0,0,0,8,NA,"3/31/2016","20160331_70.jpg",NA
"75",171368602,"1/10/2016","BUF",30.8309116517,-93.3690367185,3,37,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_71.jpg",NA
"76",171368602,"1/10/2016","BUF",30.8309249341,-93.3686183539,1,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_75.jpg",NA
"77",171368602,"1/10/2016","BUF",30.8309300309,-93.3685066581,1,33,100,0,0,0,0,0,40,NA,"3/31/2016","Set Image",NA
"78",171368602,"1/10/2016","BUF",30.831003393,-93.3683899261,1,17,70,0,0,0,0,0,40,NA,"3/31/2016","20160331_81.jpg",NA
"79",171368602,"1/10/2016","BUF",30.8310233166,-93.368481657,2,34,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_82.jpg",NA
"80",171368602,"1/10/2016","BUF",30.8309982962,-93.369111722,2,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_88.jpg",NA
"81",171368602,"1/10/2016","BUF",30.8310049374,-93.3692415841,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_89.jpg",NA
"82",171368602,"1/10/2016","BUF",30.8310917363,-93.3692216192,5,33,100,0,0,0,0,0,40,NA,"4/5/2016","20160405.jpg",NA
"83",171368602,"1/10/2016","BUF",30.831109961,-93.3691266507,4,23,100,0,0,0,0,0,0,NA,"4/5/2016","Set Image",NA
"84",171368602,"1/10/2016","BUF",30.8311867207,-93.3690149549,4,27,100,0,0,0,0,0,40,NA,"4/5/2016","20160405_2.jpg",NA
"85",171368602,"1/10/2016","BUF",30.8311867207,-93.369125032,2,21,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"86",171368602,"1/10/2016","BUF",30.8311833229,-93.3692183816,1,14,100,0,0,0,0,0,39,NA,"4/5/2016","20160405_3.jpg",NA
"87",171368602,"1/10/2016","BUF",30.8313916706,-93.3687649434,4,22,100,0,0,0,0,0,10,NA,"4/5/2016","20160405_11.jpg",NA
"88",171368602,"1/10/2016","BUF",30.8312949874,-93.36867663,4,16,100,0,0,0,0,0,3,NA,"4/5/2016","20160405_12.jpg",NA
"89",171368602,"1/10/2016","BUF",30.8312917441,-93.3685633154,4,32,100,0,0,0,0,0,7,NA,"4/5/2016","20160405_13.jpg",NA
"90",171368602,"1/10/2016","BUF",30.8312183822,-93.3685600779,5,28,100,0,0,0,0,0,5,NA,"4/5/2016","20160405_14.jpg",NA
"91",171368602,"1/10/2016","BUF",30.8311216989,-93.3685449693,4,28,100,0,0,0,0,0,26,NA,"4/5/2016","20160405_15.jpg",NA
"92",171368602,"1/11/2016","MCP",30.83110502,-93.3690333,4,26,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"93",171368602,"1/11/2016","MCP",30.8311166,-93.36890668,4,37,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"94",171368602,"1/11/2016","BUF",30.8309116517,-93.3690367185,3,37,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_71.jpg",NA
"95",171368602,"1/11/2016","BUF",30.830916594,-93.3688984028,2,24,100,0,0,0,0,0,6,NA,"3/31/2016","20160331_72.jpg",NA
"96",171368602,"1/11/2016","BUF",30.8309182929,-93.3687949808,2,27,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_73.jpg",NA
"97",171368602,"1/11/2016","BUF",30.8309349732,-93.3687000124,2,29,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_74.jpg",NA
"98",171368602,"1/11/2016","BUF",30.8309249341,-93.3686183539,1,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_75.jpg",NA
"99",171368602,"1/11/2016","BUF",30.8309300309,-93.3685066581,1,33,100,0,0,0,0,0,40,NA,"3/31/2016","Set Image",NA
"100",171368602,"1/11/2016","BUF",30.8310233166,-93.368481657,2,34,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_82.jpg",NA
"101",171368602,"1/11/2016","BUF",30.8310267144,-93.368598389,3,33,100,0,0,0,0,0,25,NA,"3/31/2016","20160331_83.jpg",NA
"102",171368602,"1/11/2016","BUF",30.8310049374,-93.36868994,1,17,100,0,0,0,0,0,7,NA,"3/31/2016","20160331_84.jpg",NA
"103",171368602,"1/11/2016","BUF",30.8310250155,-93.3688016358,1,13,100,0,0,0,0,0,38,NA,"3/31/2016","20160331_85.jpg",NA
"104",171368602,"1/11/2016","BUF",30.8310066363,-93.3688949854,0,37,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_86.jpg",NA
"105",171368602,"1/11/2016","BUF",30.8310066363,-93.3689984074,1,11,100,0,0,0,0,0,32,NA,"3/31/2016","20160331_87.jpg",NA
"106",171368602,"1/11/2016","BUF",30.8309982962,-93.369111722,2,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_88.jpg",NA
"107",171368602,"1/11/2016","BUF",30.8310049374,-93.3692415841,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_89.jpg",NA
"108",171368602,"1/11/2016","BUF",30.8310917363,-93.3692216192,5,33,100,0,0,0,0,0,40,NA,"4/5/2016","20160405.jpg",NA
"109",171368602,"1/11/2016","BUF",30.831109961,-93.3691266507,4,23,100,0,0,0,0,0,0,NA,"4/5/2016","Set Image",NA
"110",171368602,"1/11/2016","BUF",30.8311867207,-93.3690149549,4,27,100,0,0,0,0,0,40,NA,"4/5/2016","20160405_2.jpg",NA
"111",171368602,"1/11/2016","BUF",30.8311867207,-93.369125032,2,21,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"112",171368602,"1/11/2016","BUF",30.8311833229,-93.3692183816,1,14,100,0,0,0,0,0,39,NA,"4/5/2016","20160405_3.jpg",NA
"113",171368602,"1/11/2016","BUF",30.8311216989,-93.3685449693,4,28,100,0,0,0,0,0,26,NA,"4/5/2016","20160405_15.jpg",NA
"114",171368602,"1/12/2016","MCP",30.83100494,-93.36924158,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_89.jpg",NA
"115",171368602,"1/12/2016","MCP",30.83109004,-93.36933008,8,34,100,0,0,0,0,0,10,NA,"4/5/2016","Set Image",NA
"116",171368602,"1/12/2016","MCP",30.83109174,-93.36922162,5,33,100,0,0,0,0,0,40,NA,"4/5/2016","20160405.jpg",NA
"117",171368602,"1/12/2016","BUF",30.83090331,-93.36943494,3,31,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_67.jpg",NA
"118",171368602,"1/12/2016","BUF",30.83090841,-93.36932828,3,35,100,0,0,0,0,0,31,NA,"3/31/2016","20160331_68.jpg",NA
"119",171368602,"1/12/2016","BUF",30.83091505,-93.36922827,1,20,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_69.jpg",NA
"120",171368602,"1/12/2016","BUF",30.83090841,-93.36911496,0,37,100,0,0,0,0,0,8,NA,"3/31/2016","20160331_70.jpg",NA
"121",171368602,"1/12/2016","BUF",30.83091165,-93.36903672,3,37,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_71.jpg",NA
"122",171368602,"1/12/2016","BUF",30.83100664,-93.36899841,1,11,100,0,0,0,0,0,32,NA,"3/31/2016","20160331_87.jpg",NA
"123",171368602,"1/12/2016","BUF",30.8309983,-93.36911172,2,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_88.jpg",NA
"124",171368602,"1/12/2016","BUF",30.83101498,-93.36934501,3,31,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_90.jpg",NA
"125",171368602,"1/12/2016","BUF",30.83100834,-93.36943494,4,30,100,0,0,0,0,0,13,NA,"3/31/2016","20160331_91.jpg",NA
"126",171368602,"1/12/2016","BUF",30.83101668,-93.36953171,4,35,100,0,0,0,0,0,4,NA,"3/31/2016","20160331_92.jpg",NA
"127",171368602,"1/12/2016","BUF",30.83110996,-93.36912665,4,23,100,0,0,0,0,0,0,NA,"4/5/2016","Set Image",NA
"128",171368602,"1/12/2016","BUF",30.83110502,-93.3690333,4,26,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"129",171368602,"1/12/2016","BUF",30.83118672,-93.36912503,2,21,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"130",171368602,"1/12/2016","BUF",30.83118332,-93.36921838,1,14,100,0,0,0,0,0,39,NA,"4/5/2016","20160405_3.jpg",NA
"131",171368602,"1/12/2016","BUF",30.83120495,-93.36932828,5,35,100,0,0,0,0,0,10,NA,"4/5/2016","20160405_4.jpg",NA
"132",171368602,"1/12/2016","BUF",30.83128835,-93.36923997,6,31,100,0,0,0,0,0,0,NA,"4/5/2016","20160405_5.jpg",NA
"133",171368602,"1/13/2016","MCP",30.8310917363,-93.3692216192,5,33,100,0,0,0,0,0,40,NA,"4/5/2016","20160405.jpg",NA
"134",171368602,"1/13/2016","MCP",30.831109961,-93.3691266507,4,23,100,0,0,0,0,0,0,NA,"4/5/2016","Set Image",NA
"135",171368602,"1/13/2016","BUF",30.8309150496,-93.3692282741,1,20,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_69.jpg",NA
"136",171368602,"1/13/2016","BUF",30.8309084084,-93.3691149596,0,37,100,0,0,0,0,0,8,NA,"3/31/2016","20160331_70.jpg",NA
"137",171368602,"1/13/2016","BUF",30.8309116517,-93.3690367185,3,37,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_71.jpg",NA
"138",171368602,"1/13/2016","BUF",30.8310066363,-93.3688949854,0,37,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_86.jpg",NA
"139",171368602,"1/13/2016","BUF",30.8310066363,-93.3689984074,1,11,100,0,0,0,0,0,32,NA,"3/31/2016","20160331_87.jpg",NA
"140",171368602,"1/13/2016","BUF",30.8309982962,-93.369111722,2,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_88.jpg",NA
"141",171368602,"1/13/2016","BUF",30.8310049374,-93.3692415841,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_89.jpg",NA
"142",171368602,"1/13/2016","BUF",30.8310149765,-93.3693450061,3,31,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_90.jpg",NA
"143",171368602,"1/13/2016","BUF",30.8310083353,-93.3694349383,4,30,100,0,0,0,0,0,13,NA,"3/31/2016","20160331_91.jpg",NA
"144",171368602,"1/13/2016","BUF",30.8310900374,-93.3693300774,8,34,100,0,0,0,0,0,10,NA,"4/5/2016","Set Image",NA
"145",171368602,"1/13/2016","BUF",30.8311050187,-93.3690333011,4,26,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"146",171368602,"1/13/2016","BUF",30.8311166022,-93.3689066766,4,37,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"147",171368602,"1/13/2016","BUF",30.8311867207,-93.3690149549,4,27,100,0,0,0,0,0,40,NA,"4/5/2016","20160405_2.jpg",NA
"148",171368602,"1/13/2016","BUF",30.8311867207,-93.369125032,2,21,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"149",171368602,"1/13/2016","BUF",30.8311833229,-93.3692183816,1,14,100,0,0,0,0,0,39,NA,"4/5/2016","20160405_3.jpg",NA
"150",171368602,"1/13/2016","BUF",30.8312049454,-93.3693282787,5,35,100,0,0,0,0,0,10,NA,"4/5/2016","20160405_4.jpg",NA
"151",171368602,"1/13/2016","BUF",30.8312883463,-93.3692399653,6,31,100,0,0,0,0,0,0,NA,"4/5/2016","20160405_5.jpg",NA
"152",171368602,"1/14/2016","MCP",30.8309150496,-93.3692282741,1,20,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_69.jpg",NA
"153",171368602,"1/14/2016","MCP",30.8310049374,-93.3692415841,1,37,100,0,0,0,0,0,30,NA,"3/31/2016","20160331_89.jpg",NA
"154",171368602,"1/14/2016","MCP",30.8310900374,-93.3693300774,8,34,100,0,0,0,0,0,10,NA,"4/5/2016","Set Image",NA
"155",171368602,"1/14/2016","BUF",30.8307266245,-93.3692266554,3,34,100,0,0,0,0,0,2,NA,"3/31/2016","20160331_38.jpg",NA
"156",171368602,"1/14/2016","BUF",30.8308200649,-93.3691083046,3,32,100,0,0,0,0,0,7,NA,"3/31/2016","20160331_62.jpg",NA
"157",171368602,"1/14/2016","BUF",30.8308149681,-93.3692133454,2,34,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_63.jpg",NA
"158",171368602,"1/14/2016","BUF",30.8308233082,-93.3693316962,5,31,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_64.jpg",NA
"159",171368602,"1/14/2016","BUF",30.8308267061,-93.369436737,4,32,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_65.jpg",NA
"160",171368602,"1/14/2016","BUF",30.8309033116,-93.3694349383,3,31,100,0,0,0,0,0,0,NA,"3/31/2016","20160331_67.jpg",NA
"161",171368602,"1/14/2016","BUF",30.8309084084,-93.3693282787,3,35,100,0,0,0,0,0,31,NA,"3/31/2016","20160331_68.jpg",NA
"162",171368602,"1/14/2016","BUF",30.8309084084,-93.3691149596,0,37,100,0,0,0,0,0,8,NA,"3/31/2016","20160331_70.jpg",NA
"163",171368602,"1/14/2016","BUF",30.8309116517,-93.3690367185,3,37,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_71.jpg",NA
"164",171368602,"1/14/2016","BUF",30.8309982962,-93.369111722,2,32,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_88.jpg",NA
"165",171368602,"1/14/2016","BUF",30.8310149765,-93.3693450061,3,31,100,0,0,0,0,0,18,NA,"3/31/2016","20160331_90.jpg",NA
"166",171368602,"1/14/2016","BUF",30.8310083353,-93.3694349383,4,30,100,0,0,0,0,0,13,NA,"3/31/2016","20160331_91.jpg",NA
"167",171368602,"1/14/2016","BUF",30.8310166754,-93.3695317054,4,35,100,0,0,0,0,0,4,NA,"3/31/2016","20160331_92.jpg",NA
"168",171368602,"1/14/2016","BUF",30.8310917363,-93.3692216192,5,33,100,0,0,0,0,0,40,NA,"4/5/2016","20160405.jpg",NA
"169",171368602,"1/14/2016","BUF",30.831109961,-93.3691266507,4,23,100,0,0,0,0,0,0,NA,"4/5/2016","Set Image",NA
"170",171368602,"1/14/2016","BUF",30.8311050187,-93.3690333011,4,26,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"171",171368602,"1/14/2016","BUF",30.8311867207,-93.369125032,2,21,100,0,0,0,0,0,40,NA,"4/5/2016","Set Image",NA
"172",171368602,"1/14/2016","BUF",30.8311833229,-93.3692183816,1,14,100,0,0,0,0,0,39,NA,"4/5/2016","20160405_3.jpg",NA
"173",171368602,"1/14/2016","BUF",30.8312049454,-93.3693282787,5,35,100,0,0,0,0,0,10,NA,"4/5/2016","20160405_4.jpg",NA
"174",171368602,"1/14/2016","BUF",30.8312883463,-93.3692399653,6,31,100,0,0,0,0,0,0,NA,"4/5/2016","20160405_5.jpg",NA
"175",171368602,"1/15/2016","MCP",30.83046005,-93.36785825,5,31,100,0,0,0,0,0,2,NA,"3/31/2016","20160331_3.jpg",NA
"176",171368602,"1/15/2016","MCP",30.83046839,-93.36795663,4.5,27,100,0,0,0,0,0,3,NA,"3/31/2016","20160331_4.jpg",NA
"177",171368602,"1/15/2016","MCP",30.83047333,-93.36809495,3,29,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_5.jpg",NA
"178",171368602,"1/15/2016","MCP",30.83045665,-93.36819333,4,28,100,0,0,0,0,0,28,NA,"3/31/2016","20160331_6.jpg",NA
"179",171368602,"1/15/2016","MCP",30.83046005,-93.36828507,7,29,100,0,0,0,0,0,2,NA,"3/31/2016","20160331_7.jpg",NA
"180",171368602,"1/15/2016","MCP",30.83046839,-93.36839172,5,35,100,0,0,0,0,0,39,NA,"3/31/2016","20160331_8.jpg",NA
"181",171368602,"1/15/2016","MCP",30.83047163,-93.368475,4,35,100,0,0,0,0,0,40,NA,"3/31/2016","20160331_9.jpg",NA
"182",171368602,"1/15/2016","MCP",30.83054499,-93.36860666,0,16,50,0,0,0,0,0,0,NA,"3/31/2016","Set Image",NA
"183",171368602,"1/15/2016","MCP",30.83056832,-93.36850666,0,17,0,0,0,0,0,0,5,NA,"3/31/2016","20160331_15.jpg",NA
"184",171368602,"1/15/2016","MCP",30.83054839,-93.36840342,1,17,10,0,0,0,0,0,0,NA,"3/31/2016","Set Image",NA
"185",171368602,"1/15/2016","MCP",30.83055503,-93.36830341,0,37,0,0,0,100,0,0,40,NA,"3/31/2016","20160331_16.jpg",NA
"186",171368602,"1/15/2016","MCP",30.83054994,-93.36817337,4,29,100,0,0,0,0,0,0,NA,"3/31/2016","Set Image",NA
